0.974577996,0.151369805,0.008748809,0.026279091,0.011128161,0.089104305,0.125477587,0.088318278,0.03718242,0.02940927,5.10911e-38,1.13982e-32,0.007584287,0.001516368,1.23262e-50,5.97486e-64,5.97486e-64,5.97486e-64,5.97486e-64,5.97486e-64,5.97486e-64
0.240133743,2.345158876,0.063993981,0.003888028,0.018033721,0.036688664,0.063607893,0.060756045,0.062134577,0.047317782,0.042025891,0.00436578,0.003438226,5.95795e-35,0.000493943,2.0766e-118,2.0766e-118,2.0766e-118,2.0766e-118,2.0766e-118,2.0766e-118
0.002820885,1.120104417,2.561841358,0.118940767,0.014715788,0.053985706,0.041360786,0.122566825,0.085524651,0.073356995,0.032159515,0.024845813,0.012029306,2.65862e-39,6.67045e-80,1.18947e-80,1.18947e-80,1.18947e-80,1.18947e-80,1.18947e-80,1.18947e-80
0.041037894,0.081500583,1.168804006,4.14022281,0.062569848,0.116615502,0.07523341,0.076614828,0.073089363,0.054652401,0.044335663,0.026557116,0.004125758,1.38647e-79,1.26699e-64,5.2748e-157,5.2748e-157,5.2748e-157,5.2748e-157,5.2748e-157,5.2748e-157
4.19673e-10,0.126450247,2.15658e-12,0.273508417,0.231775202,0.013723373,0.022558539,0.031110981,0.014231203,0.005304263,0.013296088,0.004265201,2.41843e-38,0.002491266,1.8147e-104,9.56827e-94,9.56827e-94,9.56827e-94,9.56827e-94,9.56827e-94,9.56827e-94
0.10559814,0.066700269,0.014972679,9.32704e-18,4.45743e-16,0.055416506,0.038981135,0.055495541,0.042656861,0.025310017,5.22686e-74,7.65054e-50,4.3106e-63,3.20011e-58,1.1043e-112,4.704e-138,4.704e-138,4.704e-138,4.704e-138,4.704e-138,4.704e-138
9.08419e-13,0.101860702,0.010341629,0.011748017,0.005535669,2.27561e-16,0.037791249,1.02626e-21,0.017300561,2.19613e-48,5.26097e-54,4.26686e-73,0.00440714,1.31285e-38,9.04985e-75,5.9746e-166,5.9746e-166,5.9746e-166,5.9746e-166,5.9746e-166,5.9746e-166
0.035954028,0.170694149,0.073485368,0.030045224,2.9199e-19,0.024287958,0.052545181,0.072197497,0.066340666,0.045916143,2.12417e-39,0.012848423,0.00384942,0.011717019,4.88904e-97,2.56518e-88,2.56518e-88,2.56518e-88,2.56518e-88,2.56518e-88,2.56518e-88
0.070026978,0.101401068,0.034330893,1.13431e-28,0.043343021,0.058747861,0.03242495,0.058476294,0.020853638,0.007773407,0.006905305,0.00617465,4.38008e-46,3.90102e-68,4.6908e-106,2.7621e-130,2.7621e-130,2.7621e-130,2.7621e-130,2.7621e-130,2.7621e-130
0.015334051,2.79942e-63,0.017465773,0.207384215,4.23521e-50,3.34923e-36,0.045138288,0.009703647,0.067049402,0.048510635,0.062647584,0.039001299,0.007406986,9.9152e-119,5.1507e-112,5.2085e-116,5.2085e-116,5.2085e-116,5.2085e-116,5.2085e-116,5.2085e-116
1.66847e-64,6.53088e-32,1.33939e-24,4.12769e-65,5.7437e-78,1.74433e-90,2.13522e-93,2.49943e-19,0.018665995,3.93009e-28,3.02016e-31,0.040803405,1.37379e-46,5.46886e-68,4.1042e-139,1.5455e-131,1.5455e-131,1.5455e-131,1.5455e-131,1.5455e-131,1.5455e-131
0.047243691,0.139679917,0.050231035,4.67713e-29,2.06363e-39,4.0382e-105,0.031512485,1.27298e-35,0.150283699,0.033482205,2.15611e-42,0.076583168,1.43175e-28,1.469e-106,9.60833e-84,1.3197e-132,1.3197e-132,1.3197e-132,1.3197e-132,1.3197e-132,1.3197e-132
1.20464e-55,0.128480957,3.64534e-28,3.6267e-61,0.019213852,0.007529818,0.046279882,0.112103189,0.020537965,0.034763688,0.007303726,0.00666334,1.06836e-56,0.004734946,6.15573e-85,5.0531e-99,5.0531e-99,5.0531e-99,5.0531e-99,5.0531e-99,5.0531e-99
6.77119e-75,0.064070384,0.038699614,1.38552e-41,9.87473e-58,3.59626e-62,0.035009878,0.034592457,4.58619e-66,3.70697e-37,2.54826e-55,0.034236651,6.92907e-79,3.38216e-97,2.81377e-76,4.1457e-142,4.1457e-142,4.1457e-142,4.1457e-142,4.1457e-142,4.1457e-142
1.0777e-128,1.83356e-67,3.22342e-58,2.5405e-102,1.86466e-74,8.7473e-179,2.11147e-55,3.80704e-77,3.3382e-103,5.8212e-122,2.7422e-101,5.36543e-88,5.8783e-114,2.81586e-98,3.1149e-135,2.0247e-131,2.0247e-131,2.0247e-131,2.0247e-131,2.0247e-131,2.0247e-131
5.1675e-145,3.9448e-99,2.86063e-60,0.058663049,8.06704e-60,4.7091e-107,1.7098e-133,2.3279e-102,7.4213e-124,4.6866e-136,1.2654e-131,1.9791e-91,1.023e-133,8.9234e-124,6.5736e-126,9.049e-118,9.049e-118,9.049e-118,9.049e-118,9.049e-118,9.049e-118
5.1675e-145,3.9448e-99,2.86063e-60,0.058663049,8.06704e-60,4.7091e-107,1.7098e-133,2.3279e-102,7.4213e-124,4.6866e-136,1.2654e-131,1.9791e-91,1.023e-133,8.9234e-124,6.5736e-126,9.049e-118,9.049e-118,9.049e-118,9.049e-118,9.049e-118,9.049e-118
5.1675e-145,3.9448e-99,2.86063e-60,0.058663049,8.06704e-60,4.7091e-107,1.7098e-133,2.3279e-102,7.4213e-124,4.6866e-136,1.2654e-131,1.9791e-91,1.023e-133,8.9234e-124,6.5736e-126,9.049e-118,9.049e-118,9.049e-118,9.049e-118,9.049e-118,9.049e-118
5.1675e-145,3.9448e-99,2.86063e-60,0.058663049,8.06704e-60,4.7091e-107,1.7098e-133,2.3279e-102,7.4213e-124,4.6866e-136,1.2654e-131,1.9791e-91,1.023e-133,8.9234e-124,6.5736e-126,9.049e-118,9.049e-118,9.049e-118,9.049e-118,9.049e-118,9.049e-118
